benchmark,topology,k,R,N,task_id,score,gpu_dynamic_kJ,utilization,answered,source_file,decent_convention
SWE_bench,sas,200,,1,django__django-12497,1.0,30.539917,0.3,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-15320,0.0,106.290215,0.395,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-12284,0.0,66.363173,0.21,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-15308,0.0,67.188342,0.415,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,scikit-learn__scikit-learn-13439,1.0,49.766411,0.31,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,matplotlib__matplotlib-18869,0.0,81.511988,0.42,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-11620,1.0,56.91416,0.285,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-11897,0.0,372.663132,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-11848,0.0,506.464298,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-24066,0.0,95.470341,0.345,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-15996,0.0,548.492685,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sphinx-doc__sphinx-8713,1.0,43.242222,0.2,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,scikit-learn__scikit-learn-25638,0.0,118.069096,0.35,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-24152,1.0,71.983605,0.175,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-22840,1.0,58.732654,0.34,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-12589,0.0,49.23726,0.215,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,pydata__xarray-4248,0.0,104.539838,0.52,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,pytest-dev__pytest-5495,0.0,124.034582,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-14317,0.0,184.4719,0.69,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,astropy__astropy-14182,0.0,150.15507,0.36,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-11870,0.0,366.87168,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-15345,1.0,51.005723,0.385,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,mwaskom__seaborn-3010,1.0,179.289286,0.46,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,matplotlib__matplotlib-24334,0.0,82.32155,0.435,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-14396,1.0,92.751068,0.545,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,scikit-learn__scikit-learn-25747,0.0,160.579785,0.41,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-15202,0.0,50.45991,0.285,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,astropy__astropy-7746,0.0,97.294744,0.32,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-21171,0.0,22.220386,0.145,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,matplotlib__matplotlib-23299,0.0,703.633272,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,scikit-learn__scikit-learn-13142,1.0,69.061696,0.325,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-12308,0.0,60.262989,0.345,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-13031,0.0,48.160568,0.125,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,pytest-dev__pytest-8365,0.0,62.104525,0.235,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-15346,0.0,97.953503,0.44,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-16229,0.0,125.500831,0.385,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-16820,0.0,190.852428,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-13158,1.0,155.74873,0.64,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-15609,1.0,64.946389,0.365,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-13971,1.0,62.453788,0.53,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-20154,1.0,35.150295,0.165,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-14534,0.0,147.348006,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-18532,0.0,240.256415,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-15819,0.0,589.378497,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sympy__sympy-17139,0.0,34.633591,0.205,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,pydata__xarray-4493,0.0,180.923192,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,sphinx-doc__sphinx-10451,0.0,80.603925,0.165,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,200,,1,django__django-13447,1.0,65.13248,0.465,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k200.jsonl,
SWE_bench,sas,3,,1,django__django-16139,0.0,1.452396,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-13773,0.0,1.397163,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-12497,0.0,1.530821,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-15320,0.0,1.405417,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-12284,0.0,1.152149,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-15308,0.0,1.13217,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,scikit-learn__scikit-learn-13439,0.0,1.273766,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,matplotlib__matplotlib-18869,0.0,1.29148,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-11620,0.0,1.23714,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-11897,0.0,1.400949,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-11848,0.0,1.353011,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-24066,0.0,1.414471,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-15996,0.0,1.335876,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sphinx-doc__sphinx-8713,0.0,1.741709,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,scikit-learn__scikit-learn-25638,0.0,1.438248,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-24152,0.0,1.352019,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-22840,0.0,3.436247,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-12589,0.0,1.119842,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,pydata__xarray-4248,0.0,1.450322,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,pytest-dev__pytest-5495,0.0,1.058251,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-14317,0.0,1.241542,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,astropy__astropy-14182,0.0,1.34472,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-11870,0.0,1.411188,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-15345,0.0,1.234769,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,mwaskom__seaborn-3010,0.0,0.907227,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,matplotlib__matplotlib-24334,0.0,1.235937,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-14396,0.0,1.644067,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,scikit-learn__scikit-learn-25747,0.0,1.431374,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-15202,0.0,1.32192,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,astropy__astropy-7746,0.0,1.2799,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-21171,0.0,1.376382,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,matplotlib__matplotlib-23299,0.0,0.853799,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,scikit-learn__scikit-learn-13142,0.0,1.385528,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-12308,0.0,1.147808,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-13031,0.0,1.313908,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,pytest-dev__pytest-8365,0.0,1.029384,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-15346,0.0,4.012071,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-16229,0.0,1.255997,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-16820,0.0,1.088792,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-13158,0.0,1.476546,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-15609,0.0,1.37161,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-13971,0.0,1.156943,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-20154,0.0,1.494472,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-14534,0.0,1.166839,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-18532,0.0,1.271255,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-15819,0.0,1.359066,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sympy__sympy-17139,0.0,1.986558,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,pydata__xarray-4493,0.0,1.26962,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,sphinx-doc__sphinx-10451,0.0,1.025812,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,3,,1,django__django-13447,0.0,1.289287,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl,
SWE_bench,sas,30,,1,django__django-16139,1.0,14.715041,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-13773,0.0,16.535161,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-12497,1.0,16.391383,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-15320,0.0,15.988405,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-12284,0.0,18.243299,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-15308,0.0,16.138963,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,scikit-learn__scikit-learn-13439,1.0,40.875888,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,matplotlib__matplotlib-18869,0.0,21.570322,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-11620,0.0,22.525498,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-11897,0.0,21.661926,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-11848,0.0,43.321505,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-24066,1.0,29.069719,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-15996,0.0,17.802255,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sphinx-doc__sphinx-8713,1.0,17.148198,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,scikit-learn__scikit-learn-25638,0.0,24.957015,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-24152,1.0,34.59858,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-22840,0.0,22.512489,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-12589,0.0,14.517653,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,pydata__xarray-4248,0.0,13.476739,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,pytest-dev__pytest-5495,0.0,18.487763,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-14317,0.0,12.157009,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,astropy__astropy-14182,0.0,18.25518,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-11870,0.0,16.113891,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-15345,0.0,17.878561,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,mwaskom__seaborn-3010,1.0,25.071891,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,matplotlib__matplotlib-24334,0.0,10.938275,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-14396,0.0,13.915181,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,scikit-learn__scikit-learn-25747,0.0,23.113164,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-15202,0.0,22.718654,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,astropy__astropy-7746,0.0,28.718883,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-21171,0.0,19.63657,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,matplotlib__matplotlib-23299,0.0,17.959121,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,scikit-learn__scikit-learn-13142,1.0,23.399538,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-12308,0.0,13.862571,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-13031,0.0,19.558776,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,pytest-dev__pytest-8365,0.0,37.107641,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-15346,0.0,22.518173,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-16229,0.0,11.672809,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-16820,0.0,13.361952,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-13158,0.0,9.498694,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-15609,0.0,23.828689,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-13971,0.0,12.764701,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-20154,1.0,23.298758,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-14534,0.0,26.01477,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-18532,0.0,12.578296,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-15819,0.0,10.990677,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sympy__sympy-17139,1.0,29.494176,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,pydata__xarray-4493,0.0,12.963431,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,sphinx-doc__sphinx-10451,0.0,13.300079,1.0,0,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
SWE_bench,sas,30,,1,django__django-13447,1.0,13.555594,1.0,1,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl,
